Date,Open,High,Low,Close,Volume,RSI_14,Buy_Sell
2025-04-24,1895.942626953125,1902.9653450357623,1884.3698666060568,1889.216572012503,12965877,63.0940660015819,0
2025-04-25,1890.4034423828125,1911.9662764146635,1871.214637909461,1903.8555520955367,9250439,69.46198363768143,0
2025-04-28,1899.3055419921875,1908.7021689621624,1887.6340146220623,1890.403474336422,6960246,66.29915744087828,0
2025-04-29,1888.0296630859373,1907.8120354118923,1879.523146392162,1897.920849248915,9459154,64.11418105451486,0
2025-04-30,1904.0533447265625,1915.8238804605487,1889.513349300004,1892.1839212789164,15968435,72.7300044037264,-1
2025-05-02,1900.9871826171875,1920.7695558776984,1899.1078330090345,1908.8012442034944,8920202,73.88404571114661,-1
2025-05-05,1915.7249755859373,1930.7595301881363,1911.2739418329425,1917.900988235039,7534012,74.56237027649499,-1
2025-05-06,1910.680419921875,1918.9890406085808,1903.3610386127025,1908.998966538313,8745078,71.96207865917334,-1
2025-05-07,1924.42919921875,1927.495442850176,1901.4816950987629,1912.9554471587564,10710389,62.91166219677605,0
2025-05-08,1907.5152587890625,1933.529126793494,1898.2175196120784,1933.529126793494,17401715,63.18720641213914,0
2025-05-09,1869.137451171875,1898.118675705352,1866.2691037011125,1889.315495635229,8594398,54.50174914659968,0
2025-05-12,1935.9029541015625,1938.5736468750376,1891.4916237548125,1896.7338801021149,9309486,48.84726115979469,0
2025-05-13,1901.679443359375,1940.3539574298177,1899.10775908402,1928.7813178197075,12121051,52.50835218208216,0
2025-05-14,1889.81005859375,1909.196759883295,1882.292781041725,1901.1849230088733,7722654,39.964671316835314,0
2025-05-15,1912.7576904296875,1923.637995561274,1876.3580758744808,1892.67853357186,16120729,50.785820571475696,0
2025-05-16,1913.6478271484373,1922.648903566604,1907.416452022812,1912.7577169462224,7934005,51.97197438793184,0
2025-05-19,1917.604248046875,1923.8357437398588,1909.9880828594687,1915.9227946653505,5101482,55.92287851038149,0
2025-05-20,1894.0633544921875,1913.5489438828663,1892.1840048815368,1907.11967256466,11939545,52.12232412564082,0
2025-05-21,1905.8338623046875,1925.715123012811,1900.1958135568764,1906.0316377377944,7566020,53.26494048900351,0
2025-05-22,1899.0089111328125,1903.2620488621048,1884.468794602662,1894.359981055,10653335,46.5138140181647,0
2025-05-23,1912.559814453125,1915.9228420413544,1893.6676722189848,1899.206712559703,4783036,45.39250772117526,0
2025-05-26,1919.087890625,1928.682413646204,1905.932685476324,1913.9445221181825,5401430,51.18482522071782,0
2025-05-27,1905.3392333984373,1926.8030590136404,1895.4480472638704,1910.581489604547,13081074,49.42964030960235,0
2025-05-28,1902.5697021484373,1913.45000717762,1896.8327657453328,1899.305562342874,9078797,41.393018409799694,0
2025-05-29,1906.526123046875,1919.6814488723585,1886.5459753978728,1907.0206823524643,14458897,55.45398233575048,0
2025-05-30,1923.73681640625,1927.594403149032,1904.4490034343603,1910.8782744249904,14374039,54.45482885997767,0
2025-06-02,1911.0760498046875,1914.9336365473755,1887.2383153576409,1909.0978125768493,7334411,42.34024583242087,0
2025-06-03,1903.65771484375,1930.7595897914816,1899.1077932375229,1916.9119287991248,12188792,57.233850124437055,0
2025-06-04,1920.0770263671875,1922.154272073102,1899.9979907268444,1900.0968784409308,6480771,53.1698829151933,0
2025-06-05,1928.3856201171875,1937.5844714975349,1919.0878810241304,1926.8030544877777,11127709,55.67993687731247,0
2025-06-06,1957.1689453125,1974.5775294421348,1921.560675352458,1922.8465778422667,15063504,52.782170865022266,0
2025-06-09,1957.366943359375,1973.291729660865,1954.3995873749227,1973.291729660865,6601294,69.92254089193264,0
2025-06-10,1943.9149169921875,1961.224493241192,1939.7605462472127,1961.224493241192,7766563,65.5865755517472,0
2025-06-11,1929.177001953125,1946.189794108656,1925.8139744594912,1946.189794108656,5548197,64.36400688008928,0
2025-06-12,1922.253173828125,1939.6616376051927,1914.241337056284,1928.7813326517733,8174565,57.66271948835463,0
2025-06-13,1896.73388671875,1911.9663379777896,1892.1839651068349,1899.107795611669,6058881,46.431987481677474,0
2025-06-16,1914.3402099609373,1917.8021251466064,1899.2066467096336,1903.064233493497,8256873,48.19735640800607,0
2025-06-17,1908.603271484375,1920.4726949646783,1898.2175259391088,1915.9227734456329,8489368,53.95480167971941,0
2025-06-18,1912.8565673828125,1915.230476273842,1896.1404381717568,1896.1404381717568,9216908,47.551218321573145,0
2025-06-19,1914.2413330078125,1925.6161972532404,1904.64680985124,1912.8565427773565,8438110,50.42088168088506,0
2025-06-20,1943.3212890625,1948.4647782910715,1910.581487147589,1910.581487147589,16450204,50.31499267254068,0
2025-06-23,1927.19873046875,1936.5953572959124,1920.6705717688087,1927.19873046875,5869759,52.10525483439541,0
2025-06-24,1939.562744140625,1957.465767180685,1934.3203671090728,1943.618106371928,11312661,58.921325299649496,0
2025-06-25,1958.6527099609373,1960.4331718345893,1942.530148349187,1944.607273373765,9202966,54.07979683852365,0
2025-06-26,1999.800048828125,2005.0423050023703,1958.454842740137,1959.839632938963,25042415,58.0603424001494,0
2025-06-27,2014.9000244140625,2019.800048828125,1993.4000244140625,2013.0,14106692,58.55078017203863,0
2025-06-30,2001.5,2013.800048828125,1995.5,2011.5,6824510,61.34253927447464,0
2025-07-01,2012.0999755859373,2016.0,2004.0,2005.0,7194693,63.799447675857664,0
2025-07-02,1986.0,2019.9000244140625,1977.9000244140625,2019.9000244140625,9439125,71.63511605873222,-1
2025-07-03,1987.0999755859373,2008.0,1984.300048828125,1994.9000244140625,8430253,73.26104111723976,-1
2025-07-04,1989.300048828125,2003.5,1980.0,1987.0999755859373,3931972,70.032298705254,-1
2025-07-07,1987.4000244140625,1998.4000244140625,1983.800048828125,1989.0,5674713,68.38031399189103,0
2025-07-08,2001.4000244140625,2005.0,1977.0,1977.0,7612158,71.1663417827466,-1
2025-07-09,2011.199951171875,2013.800048828125,1998.0999755859373,2007.0,6930714,73.04120803208177,-1
2025-07-10,2006.199951171875,2017.0,2000.0,2016.0,8515155,74.97848711028351,-1
2025-07-11,1983.699951171875,2004.800048828125,1980.9000244140625,1998.0,6258461,66.66685823842865,0
2025-07-14,1983.0,1988.699951171875,1970.5999755859373,1983.0,6544425,59.33299884704387,0
2025-07-15,1995.5,2003.5999755859373,1973.0,1973.0,7249084,56.45310289525098,0
2025-07-16,1996.300048828125,2022.699951171875,1992.5999755859373,2018.0,8997306,61.64322926906602,0
2025-07-17,1986.9000244140625,2004.800048828125,1982.699951171875,2004.0,11264579,47.86324885406983,0
2025-07-18,1957.4000244140625,1997.0,1953.0,1986.9000244140625,8064723,44.56234137475305,0
2025-07-21,2000.5,2002.0,1976.5,1978.199951171875,11154539,44.13309289844122,0
2025-07-22,2007.0999755859373,2018.0,2003.0,2013.0999755859373,7418407,48.631230914239225,0
2025-07-23,2024.300048828125,2029.800048828125,2003.0,2011.0,6817458,53.56983744357296,0
2025-07-24,2014.199951171875,2037.699951171875,2008.4000244140625,2037.699951171875,9553588,60.35187613161023,0
2025-07-25,2004.5999755859373,2015.0,1999.0,2015.0,4653299,54.901961686853696,0
2025-07-28,2008.5,2021.4000244140625,2000.5,2003.0,6029790,54.901961686853696,0
2025-07-29,2021.5999755859373,2026.5,1996.300048828125,1999.9000244140625,9947848,48.51028582288376,0
2025-07-30,2025.800048828125,2032.5999755859373,2017.0,2028.0,7577018,52.33100321537309,0
2025-07-31,2018.199951171875,2031.4000244140625,2008.0,2014.5999755859373,11091516,53.28322397059877,0
2025-08-01,2012.199951171875,2028.300048828125,2009.300048828125,2014.0,5658629,56.501680515644885,0
2025-08-04,1992.0,2018.5,1988.0999755859373,2010.0999755859373,6966973,57.98536101662581,0
2025-08-05,1977.5999755859373,1994.4000244140625,1965.5,1986.5,11988887,42.53200223187928,0
